finding_id	status	severity	category	unit	scope	summary	evidence	resolution	fix_commit	verification
PT-API-CODEGEN-001	fixed	medium	validation-coverage	01-ops-scripts	scripts/check-api-codegen-drift.mjs; lib/api-spec/run-codegen.mjs	The API codegen drift guard omitted a generated public Zod index	The baseline generator copied fixed and published lib/api-zod/src/index.ts while the checker hashed only lib/api-client-react/src/generated and lib/api-zod/src/generated	Include the published index in the output hash and expose the pure hasher for an isolated regression	f86f89d5	Regression failed before the hasher export and passed 1/1 after the fix; real codegen and typecheck:libs passed; syntax Prettier and diff checks passed
PT-CANONICAL-ENV-001	fixed	high	validation-content-integrity	01-ops-scripts	scripts/check-canonical-signal-env.mjs	Commented-out signal environments could satisfy the canonical database-enum guard	The baseline regex collected every quoted string inside the enum array text; a retired commented paper member produced paper shadow and live and made a stale paper canonical value pass while block-commented declarations could also win	Extract only active declaration and member lines after removing block comments and keep the parser isolated behind focused source regressions	55147b65	TDD reproduced line and block comment false greens; regression passed 1/1; real audit reports shadow in shadow/live; syntax Prettier and diff checks passed
PT-BRANDING-GUARD-001	fixed	medium	validation-boundary-performance	01-ops-scripts	scripts/check-legacy-branding.mjs	The retired-branding guard crawled runtime data and broadly exempted nested source paths	The baseline recursively walked the raw workspace including Git-ignored runtime and build trees; its substring filters also ignored any nested path containing SESSION_HANDOFF_ or AGENT_CHAT_; the normal audit remained active beyond 40 seconds and a duplicate probe timed out at 20	Use Git's tracked plus non-ignored file set and restrict coordination-artifact exemptions to repository-root filename prefixes	df4f80b6	Root-exemption regression passed 1/1; real audit passed over the Git source set in 7.7 seconds; syntax Prettier and diff checks passed
PT-MARKDOWN-GUARD-001	fixed	medium	validation-coverage	01-ops-scripts	scripts/check-markdown-paths.mjs; AGENTS.md; CLAUDE.md	The maintained-document path guard omitted repository-owned Claude skill references	Both baseline agent instruction files referenced .claude/skills/ponytail/SKILL.md while the normalizer recognized .agents but not .claude and silently discarded those candidates	Recognize the repository-owned .claude root and expose candidate normalization for an isolated regression	4d605b73	Regression failed before the export and passed 1/1 after the root was recognized; real six-document audit syntax Prettier and diff checks passed
PT-REPLIT-GUARD-001	fixed	high	startup-validation-content-integrity	01-ops-scripts	scripts/check-replit-startup-guards.mjs; scripts/replit-config-clobber.mjs	Replit startup guards accepted required values from the wrong TOML tables	Baseline checks searched whole files for nix channel agent stack workflow and artifact root/development/production values; a synthetic channel under [other] made the shared clobber detector pass while [nix] was absent and production env values could be borrowed from sibling tables	Parse root and named TOML table bodies once and apply every semantic check only to its owning table	8130e77c	TDD reproduced the wrong-table false green; regression passed 1/1; required real startup audit syntax Prettier and diff checks passed; no startup config changed
PT-ALERT-TIER-GUARD-001	fixed	medium	validation-boundary-performance	01-ops-scripts	scripts/check-retired-alert-tier-references.mjs	The retired-tier guard crawled ignored runtime and generated trees instead of the source set	The baseline recursively walked raw artifacts and scripts directories; the normal audit remained active beyond 40 seconds and filename substring exemptions could hide unrelated nested source paths	Use Git's tracked plus non-ignored artifacts/scripts files and preserve explicit data research reports binary size and exact-self exclusions	d192be47	Source-root/exemption regression passed 1/1 including nested reports; real audit passed in 15.1 seconds; syntax Prettier and diff checks passed
PT-IDEA-REFINE-001	fixed	low	dead-code-portability	00-repo-agent-config	.agents/skills/idea-refine/scripts/idea-refine.sh; .agents/skills/idea-refine/SKILL.md	The skill documented an external absolute wrapper while its repository wrapper had no caller	The usage path invoked /mnt/skills/user while repository-wide census found no caller for the local wrapper	Use native mkdir -p docs/ideas in the skill and delete the zero-consumer wrapper	f57952c2	Native directory initialization and caller census verified
PT-REPO-CONFIG-001	fixed	medium	runtime-availability	00-repo-agent-config	.mcp.json	The MCP configuration launched an absent ignored build artifact	Baseline referenced artifacts/mcp-server/dist/index.mjs while dist was ignored and absent	Launch tracked TypeScript through the installed workspace tsx runtime	f57952c2	Real MCP initialize handshake and workspace runtime resolution passed
PT-REPO-CONFIG-002	fixed	low	dead-code-portability	00-repo-agent-config	.nixfix/bin/node; .nixfix/bin/pnpm	Local runtime shims embedded obsolete container-specific absolute Nix-store paths	Caller census found no repository consumer and both targets encoded one transient container image	Delete the zero-consumer shims and rely on the native managed Node/pnpm toolchain	f57952c2	Native Node/pnpm probes and caller census passed
PT-REPO-CONFIG-003	fixed	medium	data-loss-install	00-repo-agent-config	package.json	The package-manager guard deleted foreign lockfiles before rejecting a non-pnpm install	Baseline preinstall removed package-lock.json and yarn.lock before validating the user agent	Reject non-pnpm installs without mutating repository files	5db66858	Manifest diff and pnpm preinstall behavior verified
PT-REPO-CONFIG-004	fixed	medium	validation-coverage	00-repo-agent-config	package.json	Production dead-code validation omitted two active workspaces	The baseline Knip command excluded @workspace/account-math and @workspace/market-calendar	Add both workspaces to the existing production Knip command	5db66858	Targeted production Knip validation passed
PT-REPO-CONFIG-005	fixed	medium	validation-coverage	00-repo-agent-config	.env.example; scripts/check-env-example.mjs	The environment inventory omitted active controls while its audit passed falsely	The scanner missed injected env bracket reads descriptor properties readImportMetaEnv access and DB helper calls; the strengthened audit reproduced 38 current omissions including DB Python-compute and IBKR capsule controls	Recognize the four indirect access forms document every active control and leave one focused scanner regression	b11a4799,b20cec54,0fb5d2ef	Regression failed before the scanner export; strengthened audit then found all 38 omissions; focused test passed 1/1 and audit documents 462 references
PT-REPO-CONFIG-006	fixed	medium	dead-runtime-config-portability	00-repo-agent-config	.replit; .env.example	Startup configuration retained three orphaned or machine-local settings	IBKR_ASYNC_SIDECAR_ROUTING_ENABLED and IBKR_TRANSPORT had no active consumer while PYTHONPATH named an absent workspace-local dependency	Remove the orphaned live and canonical settings and retire the zero-caller runtime path	045c734b	Caller census canonical snapshot equality startup/env audits API typecheck and 15 focused runtime/governor tests were recorded passing
PT-REPO-CONFIG-007	fixed	low	configuration-simplification	00-repo-agent-config	.gitignore; .npmrc	Narrow ignore and peer-install settings duplicated broader canonical configuration	Two skill-specific ignores were subsumed by .agents/skills and auto-install-peers=false duplicated pnpm-workspace.yaml	Delete the redundant lines	f57952c2	Ignore probes still match and pnpm config resolves auto-install-peers=false
PT-REPO-CONFIG-008	fixed	low	dependency-config-simplification	00-repo-agent-config	pnpm-workspace.yaml	Workspace configuration retained absent build packages no-op Expo overrides and stale comments	The named packages did not exist in the baseline lock graph and generated override entries had no effect	Remove the three build entries ten overrides and stale comments	5db66858	Baseline/HEAD lock graphs parsed and locked offline installation was recorded passing
PT-PINE-001	fixed	high	trading-correctness	00-repo-agent-config	pyrus-signals-smc-pro-v3.pine; artifacts/pyrus/src/features/charting/pyrusSignalsPineAdapter.ts	Wait for Bar Close was declaration-only while Pine and the chart adapter could emit actionable output from a provisional final bar	Baseline i_waitClose had no reader; Pine signals directly consumed setup state and the adapter forced provisional signals while omitting actionable overlay gating	Gate actionable labels TP/SL and alerts behind confirmed setup state while preserving structural visibility and honor waitForBarClose in the adapter	e4669be3	Pine/adapter contracts recorded 5/5 and core index/incremental tests recorded 23/23; immutable test counts match
PT-PINE-002	fixed	high	financial-display	00-repo-agent-config	pyrus-signals-smc-pro-v3.pine	Prior-day/week and today-open levels became available one higher-timeframe bar late and first-chart anchors began unset	Baseline combined offset higher-timeframe expressions with lookahead_off and initialized day/week anchors to na	Use confirmed offset higher-timeframe values with lookahead_on and initialize day/week anchors to the first loaded bar	e4669be3	Contract checks cover three confirmed higher-timeframe requests and both initialized anchors
PT-PINE-003	fixed	medium	correctness-render	00-repo-agent-config	pyrus-signals-smc-pro-v3.pine	Swing labels reversal text neutral MTF state and dashboard ownership did not honor displayed contracts	Baseline plotted pivots on the confirmation bar ignored i_revTxtCol mapped every non-bull state to BEAR and allocated replacement tables repeatedly	Offset swing plots use the configured reversal text represent neutral MTF explicitly and retain one dashboard table	e4669be3	Contract checks cover four offsets configured text colors neutral MTF text and single-table ownership; suite recorded 5/5
PT-PINE-004	fixed	medium	correctness-resource	00-repo-agent-config	pyrus-signals-smc-pro-v3.pine	Forward drawings and numeric controls admitted invalid or platform-exceeding values while reversed volatility endpoints rejected every signal	Baseline forward inputs had no 500-bar cap TP ratios admitted negatives ADX admitted non-positive values reversed volatility bounds made the gate impossible and dead calculations remained	Apply platform/product bounds normalize volatility endpoints and remove dead calculations	e4669be3	Contract checks cover bounds endpoint normalization and removed symbols; suite recorded 5/5
PT-PINE-005	awaiting_semantic	medium	product-semantics	00-repo-agent-config	pyrus-signals-smc-pro-v3.pine; artifacts/pyrus/src/features/charting/pyrusSignalsPineAdapter.ts	Five advertised standalone Pine controls are inert and structure-length ceilings are undefined	Only declarations reference four session toggles and i_volMaLen; the app implements session/volume behavior and caps horizon/pivot at 40/100 while standalone labels imply a distinct contract	Choose whether standalone Pine should implement app parity or retire the inert controls and define separate ceilings		Full 777-line baseline current diff input census and adapter caller paths reviewed; awaiting product intent
PT-CPU-PROFILE-001	fixed	medium	diagnostic-correctness	01-ops-scripts	scripts/diag/cpu-profile-running-api.mjs; scripts/diag/cpu-profile-utils.mjs; scripts/diag/market-open-acceptance.mjs	The running-process CPU profiler treated V8 node hit counts as elapsed self time	The baseline aggregated node hitCount even though inspector profiles provide aligned samples and timeDeltas; irregular sample durations could misstate busy time and hotspot weight	Weight every sampled node by its validated timeDelta and preserve microsecond units through the acceptance report	6b390e3d	Focused weighted-duration and report-parser regressions passed within the 5/5 CPU utility suite; acceptance caller contract traced
PT-CPU-PROFILE-002	fixed	high	process-safety-diagnostic-integrity	01-ops-scripts	scripts/diag/cpu-profile-running-api.mjs; scripts/diag/cpu-profile-utils.mjs; scripts/diag/market-open-acceptance.mjs	The profiler commands accepted unsafe process identities and could attach to unrelated inspector targets	The standalone command admitted negative Unix process-group IDs while acceptance trusted a recorder PID and first port-9229 target without fresh role lineage or process-instance proof	Require positive safe-integer arguments and fresh heartbeat role fingerprint lineage plus inspector-reported PID validation before profiling	02a27a05,bb040a99	CPU regressions passed 5/5 and market regressions passed 16/16; negative-PID CLI exited before signaling; source-only live identity signatures passed without signals
PT-MARKET-OPEN-001	fixed	high	diagnostic-provenance	01-ops-scripts	scripts/diag/market-open-acceptance.mjs; scripts/diag/market-open-acceptance-utils.mjs	Acceptance evidence could span process restarts or silently succeed with unavailable mixed-window and schema-empty data	The baseline swallowed every phase failure with exit zero switched to a fresh fallback PID mixed lifetime counters with a prior 30-minute firehose and accepted missing runtime fields as zeros	Pin and fingerprint one API process use exact capture boundaries validate required schema and sample coverage and return nonzero when any required phase is incomplete	456d0a30,d45e2c4b,bb040a99	Focused fail-closed identity schema interval-window observer-overhead and required-step regressions passed within the 16/16 market suite
PT-MARKET-OPEN-002	fixed	high	process-signal-safety	01-ops-scripts	scripts/diag/market-open-acceptance.mjs; scripts/diag/market-open-acceptance-utils.mjs	Acceptance profiling could signal a stale wrong or unrelated process	The baseline trusted a numeric heartbeat PID substring-matched supervisors sent SIGUSR1 before proving API role and selected the first inspector target	Require a fresh heartbeat exact canonical supervisor API cwd/entrypoint PID/start-time/cmdline fingerprint live lineage and inspector-reported PID before profiling	bb040a99	Unsafe PID role freshness supervisor-discovery ancestry fingerprint and inspector-target regressions passed; live signatures were read-only verified without signaling
PT-MARKET-OPEN-003	fixed	medium	operational-timeout-cleanup	01-ops-scripts	scripts/diag/market-open-acceptance.mjs; scripts/diag/market-open-acceptance-utils.mjs	Inspector and child-command failures could hang indefinitely or leave allocation sampling active	The baseline had unbounded WebSocket and CDP waits sent only SIGTERM on child timeout and closed the allocation socket without bounded stop/disable cleanup	Bound protocol waits escalate TERM to KILL settle independently after destroying pipes and best-effort stop and disable HeapProfiler before close	bb040a99	Protocol timeout force-kill settlement single-flight and heap-profiler cleanup regressions passed within the 16/16 market suite
PT-MARKET-OPEN-004	fixed	medium	credential-exposure	01-ops-scripts	scripts/diag/market-open-acceptance.mjs; scripts/diag/market-open-acceptance-utils.mjs	The database connection URI including credentials was exposed in psql process arguments	The baseline passed DATABASE_URL as the first visible psql argv value	Pass the libpq-compatible URI through PGDATABASE and remove DATABASE_URL from the child environment and argument list	bb040a99	Focused child-environment regression passed and official PostgreSQL libpq environment/connection-string contracts were verified
PT-MARKET-OPEN-005	fixed	high	diagnostic-report-integrity	01-ops-scripts	scripts/diag/market-open-acceptance.mjs; scripts/diag/market-open-acceptance-utils.mjs	Reset counters queued sampler calls post-window events and completeness wording could produce materially false acceptance evidence	The baseline accepted negative counter deltas and one-minute future log timestamps while current sampling queued slow probes ignored failures/gaps and labeled capture availability as Acceptance PASS	Reject resets and post-window events coalesce probes fail on missing/error/gapped samples and label availability as capture completeness while preserving print-don't-judge metric verdicts	bb040a99	Counter exact-bound single-flight schema sample-error/gap and completeness-label regressions passed within the 16/16 market suite
PT-MARKET-OPEN-006	fixed	low	data-minimization	01-ops-scripts	scripts/diag/market-open-acceptance.mjs	Capture JSON retained unused raw SQL alongside the redacted aggregate shape	The firehose accumulator stored event.sql as sampleSql but no report or downstream reader consumed it	Retain only the normalized literal-redacted SQL shape	bb040a99	Source regression proves sampleSql is absent while redacted shape aggregation remains
PT-FLIGHT-INSPECT-001	fixed	medium	performance-reliability	01-ops-scripts	scripts/inspect-replit-flight-recorder.mjs	The flight-recorder inspector loaded complete daily event logs to print only their tails	The baseline synchronously read all bytes from incidents and the two latest supervisor and API JSONL files before slicing twenty records	Read at most a 256-KiB suffix drop a potentially partial leading line and then parse the requested tail	13d9f94d	Bounded-suffix regression passed 1/1 and full focused suite passed 3/3
PT-FLIGHT-INSPECT-002	fixed	medium	terminal-content-integrity	01-ops-scripts	scripts/inspect-replit-flight-recorder.mjs	Incident and event text could inject terminal controls multiline records or misleading bidirectional display	Plain output interpolated recorder paths child names messages stacks reasons and evidence without a display-boundary sanitizer	Use Node terminal-control stripping and collapse remaining C0 C1 bidi and multiline controls for every plain-output value	13d9f94d	CSI multiline NUL and bidi display regression passed and focused suite passed 3/3
PT-FLIGHT-INSPECT-003	fixed	low	attribution-correctness	01-ops-scripts	scripts/inspect-replit-flight-recorder.mjs	Persisted controlled handoffs were reported as having no classification-specific attribution	The producer persists controlled-handoff incidents while the baseline attribution switch omitted that known classification	Render neutral producer-aligned controlled-handoff wording without claiming an external cause	13d9f94d	Controlled-handoff attribution regression passed and focused suite passed 3/3
PT-HEADLESS-SHOT-001	fixed	medium	correctness-contract	01-ops-scripts	scripts/headless-shot.mjs	Headless-shot silently accepted unknown missing or malformed arguments and unvalidated navigation URLs	The hand-written parser treated unknown flags as positional data allowed missing option values partially defaulted invalid viewports and accepted non-finite waits	Use strict Node argument parsing and validate one credential-free HTTP(S) URL option dependencies waits viewport selectors matches and output path before effects	3601aa30	Strict CLI matrix and invalid-URL JSON smoke passed without launching Chromium; syntax formatting and diff checks passed
PT-HEADLESS-SHOT-002	fixed	high	correctness-render	01-ops-scripts	scripts/headless-shot.mjs	Missing readiness selectors HTTP error pages and browser launch failures could be reported as successful captures	Selector errors were reduced to warnings before ok was set unconditionally response status did not affect success and launch occurred outside structured failure handling	Separate diagnostic screenshot capture from QA success require readiness and successful HTTP status record a redacted final URL and keep launch and close failures structured	3601aa30	Mocked HTTP-error selector-timeout diagnostic-screenshot redirect-redaction launch-failure and close regressions passed within focused suite 7/7
PT-HEADLESS-SHOT-003	fixed	medium	state-integrity	01-ops-scripts	scripts/headless-shot.mjs	An explicit screenshot path could overwrite an existing file with PNG data	The script created the parent and passed an unchecked path directly to Playwright with no extension existence or concurrent-claim guard	Require a PNG path refuse existing targets and exclusively reserve a fresh output before browser launch while removing failed empty reservations	3601aa30	Temporary-directory tests reject existing and non-PNG targets and prove exclusive output reservation
PT-HEADLESS-SHOT-004	fixed	medium	security-sensitive-data	01-ops-scripts	scripts/headless-shot.mjs	Authenticated browser diagnostics could expose URL credentials query or fragment secrets inject terminal controls and grow unbounded	Requested failed and matched URLs plus console selector and error text were retained raw while event arrays stored every record before final slicing	Redact URL credentials and sensitive parameters strip terminal and bidirectional controls truncate by Unicode code point and retain exact counts with bounded samples	3601aa30	URL query-fragment secret terminal-control astral-boundary and bounded-collector regressions passed within focused suite 7/7
PT-REPLIT-CONFIG-LOCK-001	fixed	medium	state-integrity	01-ops-scripts	scripts/protect-replit-config.mjs	A failed config lock or unlock could leave only part of the protected startup state writable and could follow a replacement symlink	The baseline mutated targets sequentially without all-target preflight or rollback and used path-following stat and chmod calls	Reject extra arguments preflight every target as a regular non-symlink file snapshot modes and restore earlier targets after a later chmod failure	67b758da	Temp-directory success missing-target symlink target-preservation and injected-later-failure rollback regressions passed within focused suite 5/5
PT-REPLIT-CONFIG-LOCK-002	fixed	medium	correctness-contract	01-ops-scripts	scripts/protect-replit-config.mjs	The mode helper reported advisory Unix write bits as an effective startup-configuration lock	Repository incident evidence shows platform recovery and Git replacement can bypass or reset these permission modes	Report objective write-bit state and state that it blocks ordinary in-session writes only while directing integrity checks and recovery to startup audit and restore	67b758da	Focused output regression verifies advisory scope and audit/restore directions; real startup audit passed
PT-SCRIPTS-MANIFEST-001	fixed	medium	dead-code-manifest-integrity	01-ops-scripts	scripts/package.json	The scripts manifest exposed a command whose TypeScript target had already been deleted	The retired IBKR line-usage monitor source was removed while its package alias remained and could only fail	Remove the stale alias and guard every scripts-package tsx entry against a missing source target	9b226ed6	Manifest target-existence regression failed on the stale alias before the fix then passed 1/1; scripts typecheck passed
PT-SCRIPTS-MANIFEST-002	fixed	medium	dead-code-runtime-contract	01-ops-scripts	scripts/package.json; scripts/src/ibkr-latency-bench.ts	The retained IBKR latency benchmark could only call a retired direct bridge and mandatory prewarm route	The Python sidecar and its health/prewarm producer were deleted while the 691-line benchmark and package alias remained	Delete the zero-contract benchmark and alias rather than preserve an unusable retired runtime path	9b226ed6	Full source/history and caller/producer census reviewed; no quotes/prewarm source remains; manifest guard and scripts typecheck passed
PT-REAP-DEV-PORT-001	fixed	high	process-signal-safety	01-ops-scripts	scripts/reap-dev-port.mjs; artifacts/pyrus/scripts/runDevApp.mjs	A shell-forgeable workflow tag authorized foreign-scope port and supervisor termination	The baseline treated REPLIT_MODE=workflow as destructive authority and converted unavailable cgroup evidence to foreign while current shell and workflow processes both descend from pid2	Require the exact same-cgroup Pyrus artifact runner directly below platform-rooted pid2 and fail closed on unavailable or mixed attribution in both reaper and supervisor handoff	b9ece932	Fixture authority regressions and read-only observed ancestry/cgroup refutation prove the live supervisor authorized and a forged ordinary shell unauthorized; full focused suite passed 16/16
PT-REAP-DEV-PORT-002	fixed	high	process-signal-safety	01-ops-scripts	scripts/reap-dev-port.mjs; artifacts/pyrus/scripts/runDevApp.mjs	Stored numeric PIDs could be reused or listener ownership replaced before TERM or SIGKILL	Socket discovery and supervisor lock checks were separate from numeric signaling and retained no process start-time identity	Bind port holders to PID start time cgroup and original listening inode bind supervisor locks to start time cgroup command and cwd and revalidate immediately before every signal	b9ece932	Start-time cgroup socket partial-attribution disappearing-holder stable-signal and pre-KILL identity-change regressions passed without real signals
PT-REAP-DEV-PORT-003	fixed	medium	correctness-error-propagation	01-ops-scripts	scripts/reap-dev-port.mjs	Invalid ports unavailable proc evidence unknown owners and failed cleanup exited successfully	The baseline conflated confirmed no listener with invalid or unavailable evidence and explicit failure to free the port	Validate decimal safe TCP ports and return success only for confirmed empty or freed listeners while failing closed on unavailable occupied evidence	b9ece932	Invalid-port unavailable-table missing-owner partial-attribution confirmed-empty and remaining-listener regressions passed; invalid CLI exits 1 before proc access
PT-REAP-DEV-PORT-004	fixed	low	operational-boundedness	01-ops-scripts	scripts/reap-dev-port.mjs	Port-reaper waits spawned unbounded shell sleep commands and used a wall clock	The baseline used execSync sleep inside its nominal deadline and Date.now for elapsed timing	Use in-process Atomics.wait with monotonic performance.now while preserving the two-second TERM grace and 300ms settlement	b9ece932	Injected clock and sleeper TERM-to-KILL regression passed and source census confirms no child-process sleep or wall clock remains
PT-REAP-DEV-PORT-005	fixed	medium	terminal-content-integrity	01-ops-scripts	scripts/reap-dev-port.mjs	Process command cgroup environment and error text could forge multiline or controlled kill attribution	Raw proc and environment strings crossed the terminal boundary after only NUL replacement and UTF-16 slicing	Strip terminal C0 C1 and bidirectional controls collapse whitespace and truncate by Unicode code points before display	b9ece932	CSI newline NUL bidi and astral-boundary display regression passed within focused suite 16/16
PT-RUN-LOCAL-PG-001	fixed	medium	contract-simplification	01-ops-scripts	scripts/run-local-postgres.sh	A zero-caller foreground local-Postgres workflow runner remained after its workflow and normal-startup role were retired	The old Local Postgres workflow was prohibited while the maintained start-local-postgres fallback already covered manual diagnosis	Delete the duplicate lifecycle runner and its two self-referential maintained-doc mentions	82d2622c	Caller census is empty outside historical review records; maintained Markdown and startup audits passed
PT-RUN-LOCAL-PG-002	fixed	high	data-integrity-process-identity	01-ops-scripts	scripts/run-local-postgres.sh	The retired runner could delete live cluster ownership and socket markers after weak or unavailable PID attribution	A mutable PID plus postgres cmdline substring was treated as identity while malformed reused unreadable or racing state fell through to unconditional marker deletion	Delete the zero-caller duplicate instead of preserving unsafe hand-rolled PostgreSQL process ownership	82d2622c	Full baseline lifecycle and retained-fallback contract reviewed; deleted runner has no current caller
PT-RUN-LOCAL-PG-003	fixed	high	startup-state-integrity	01-ops-scripts	scripts/run-local-postgres.sh	The retired runner accepted partial cluster initialization injected raw PGROOT into config and could skip ensuring the dev database	PG_VERSION alone marked initialization complete config publication was non-atomic and a generic reachable socket bypassed the dev database query	Delete the zero-caller duplicate and retain the separately reviewable manual fallback rather than duplicate unsafe cluster bootstrap	82d2622c	Full source and startup history reviewed; source deletion and maintained-doc census passed
PT-RUN-LOCAL-PG-004	fixed	medium	operational-cleanup-boundedness	01-ops-scripts	scripts/run-local-postgres.sh	A temporary bootstrap daemon could outlive failure or interruption and child commands had no script-owned bounds	Cleanup was installed only after pg_ctl start and covered EXIT alone while failed cleanup was discarded	Delete the retired foreground lifecycle path instead of adding a second process manager	82d2622c	Zero-caller deletion verified without executing PostgreSQL or process cleanup
PT-REPLIT-CONFIG-RESTORE-001	fixed	high	startup-state-integrity	01-ops-scripts	scripts/restore-replit-config.mjs	The recovery command could follow replaced paths publish a shell-bricking partial pair and leave no exact rollback	The baseline chmodded and overwrote live paths sequentially with .replit first while retaining no regular-file identity exact-byte snapshot staging barrier or rollback	Stage through no-follow exclusive descriptors fingerprint and revalidate canonical/staged/live files publish replit.nix first and restore exact prior bytes modes or missing state after later failure	c69b7656	Temp-only symlink stage-substitution canonical-race Nix-first first/second/final failure missing-state and rollback-failure regressions passed within 19/19; live write mode was not run
PT-REPLIT-CONFIG-RESTORE-002	fixed	high	startup-validation-correctness	01-ops-scripts	scripts/restore-replit-config.mjs; scripts/replit-config-clobber.mjs; scripts/check-replit-startup-guards.mjs	Malformed canonical or post-write startup state and permissive arguments could return success	The baseline accepted any argument containing --write read canonical sources without semantic or encoding validation compared decoded strings and never verified exact modes or post-write state	Reuse the startup validator parse canonical Nix fatal-decode UTF-8 compare Buffers require exact arguments and modes and revalidate canonical/live state before publication and success	c69b7656	Missing-agent malformed-Nix invalid-UTF8 strict-CLI exact-mode canonical-mutation and final-state regressions passed; real startup audit and canonical Nix parse passed
PT-REPLIT-CONFIG-RESTORE-003	fixed	medium	operational-diagnostics	01-ops-scripts	scripts/restore-replit-config.mjs; scripts/replit-config-clobber.mjs; scripts/README.md; replit.md; artifacts/pyrus/scripts/runDevApp.mjs	Restore failures were misclassified as shell blocking and operator guidance promised one reload plus unsafe raw-write fallbacks	Any write failure printed the same blocked-shell diagnosis and chmod/cp instructions while comments docs and supervisor promised a single reload that a two-path filesystem publication cannot guarantee	Preserve error codes limit shell guidance to permission failures remove raw fallbacks and document the two non-atomic Nix-first publications	c69b7656	ENOSPC versus EACCES diagnostics and no-raw-fallback regressions passed; maintained Markdown and startup audits passed
PT-VALIDATION-RUNNER-001	fixed	high	process-lock-identity	01-ops-scripts	scripts/run-validation-command.mjs	Concurrent validation lock creation cleanup and stale-owner recovery could race or delete another owner	The baseline used path-only exclusive creation then removed unparseable or apparently dead PID locks without PID start-time inode content or cleanup ownership binding	Publish a completed private lock by no-replace hard link bind owners to host PID start time and UUID and require unchanged inode content plus ownership before removal	3117491d	Atomic publication replacement-preservation malformed and cross-host fail-closed PID-reuse path-alias and cleanup-ownership regressions passed within 18/18
PT-VALIDATION-RUNNER-002	fixed	high	child-lifecycle-cleanup	01-ops-scripts	scripts/run-validation-command.mjs	Interrupted or failed wrappers could leave validation descendants and locks alive or strand cleanup during finalization	The baseline neither detached a process group nor forwarded signals bounded escalation verified child identity or protected lock and ledger finalization with a finally path	Install handlers before lock acquisition run a detached child group bind escalation to PID start identity drain descendants and retain signal handling through failure-safe lock cleanup and final outcome folding	3117491d,24dc9e08	Early startup second-signal timer escalation leader-exit descendant spawn-failure post-ledger signal throwing-finalizer identity-race and Linux-platform regressions pass within the combined 31/31 suite
PT-VALIDATION-RUNNER-003	fixed	high	sensitive-state-boundedness	01-ops-scripts	scripts/run-validation-command.mjs; scripts/README.md; replit.md	Validation state and diagnostics persisted raw command arguments without bounds and allowed unsafe file or terminal boundaries	The baseline wrote raw argv cwd and command summaries to an unbounded default-readable ledger and lock while rendering owner and error text directly	Persist only bounded label and status events reset legacy sensitive rows enforce private no-follow regular files cap reads and output and sanitize terminal diagnostics	3117491d	Raw-argument omission legacy mixed-row reset size cap 0600 symlink rejection strict CLI direct API and hostile label regressions passed within 18/18; startup and Markdown audits passed
PT-MARKET-DATA-RUNNER-001	fixed	high	process-signal-identity	01-ops-scripts	scripts/run-market-data-worker.mjs; scripts/process-group-child.mjs	Shutdown could signal a reused PID group or fall back to killing only the leader while descendants survived	The baseline retained only a numeric child PID and sent signals to its negative process-group ID without revalidating kernel start identity	Bind every group signal to PID plus Linux kernel start time fail closed on a live identity mismatch and retry the transient post-spawn identity race	24dc9e08	PID/start-time mutable-metadata transient-miss fast-exit and live non-dumpable escalation probes pass within 31/31 focused regressions
PT-MARKET-DATA-RUNNER-002	fixed	high	child-lifecycle-cleanup	01-ops-scripts	scripts/run-market-data-worker.mjs; scripts/process-group-child.mjs	Repeated wrapper signals spawn failures and leader exits could strand the detached worker group or leave signal listeners behind	The baseline installed one-shot handlers ignored deliberate second-signal escalation and stopped cleanup when the leader exited even if group descendants remained	Share queued signal handling immediate repeated-signal SIGKILL bounded escalation late descendant draining and idempotent listener cleanup with the validation runner	24dc9e08	Spawn failure queued signal repeated signal timer leader-exit descendant and late-finalization regressions pass; 2,000 fast detached exits produced zero false failures
PT-MARKET-DATA-RUNNER-003	fixed	medium	signal-exit-contract	01-ops-scripts	scripts/run-market-data-worker.mjs; scripts/process-group-child.mjs	Child-originated signals could collapse to exit code 1 while wrapper interrupts lost native signal termination semantics	The baseline hard-coded only HUP INT and TERM numeric codes and always converted child or wrapper signals into process.exit results	Use the platform signal table distinguish child from wrapper signals preserve ordinary nonzero exits and re-raise wrapper-originated signals after cleanup	24dc9e08	Child SIGPIPE nonzero cargo exit and repeated wrapper SIGTERM regressions pass within the combined 31/31 suite
PT-PYTHON-COMPUTE-001	fixed	high	dependency-lock-integrity	01-ops-scripts;17-api-services-p-r	scripts/run-python-compute.mjs; artifacts/api-server/src/services/python-compute.ts	Python compute launches could mutate dependency resolution or accept an ambient uv environment file	The baseline invoked uv run without locked or no-env-file enforcement in both the operator runner and API-owned service lane	Run every compute command with --locked and --no-env-file so the checked-in lock and explicit process environment remain authoritative	6a7c07d4,47e3ddc9	CLI and API launch-argument regressions pass; the real doctor command reports the locked environment healthy
